,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
36356,1137082,18,5,m,0,1.2859630656422,909.875,10.0,1,3,5,8,10,5,3,-3,2,2,1,2,2,US,5,2,3,PA,39740,011,"Reading, PA MSA"
36360,1151814,56,8,f,0,.379369943772563,1201.9,15.8333333333333,1,4,4,4,4,3,1,1,1,1,1,1,1,US,5,8,3,DE,37980,003,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36363,1122724,20,5,f,0,.34526286947055,823.191666666667,4.16666666666667,2,9,9,10,10,4,3,0,3,3,3,3,3,US,5,4,1,DE,20100,001,"Dover, DE MSA"
36365,1130543,27,5,f,1,-.430431764403867,1006.375,11.6666666666667,1,7,10,5,7,2,-2,1,3,-3,3,3,3,US,7,4,6,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36366,1147460,37,5,m,1,.508906450632737,747.116666666667,5.0,1,10,4,4,6,2,1,3,3,-3,3,0,0,US,7,8,3,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36367,1072265,21,2,f,0,-.00371719477660936,1017.86666666667,3.33333333333333,1,5,5,10,10,5,3,-3,2,3,3,1,1,US,5,11,3,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36369,1149667,25,4,f,0,.678238559024432,1039.53333333333,2.5,1,10,9,9,10,3,-1,3,3,2,3,3,3,US,9,5,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36372,1056056,18,5,f,0,.0377447243354005,858.091666666667,13.3333333333333,1,10,10,10,10,3,-2,-1,3,3,3,3,3,US,5,8,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36373,1062230,18,8,f,0,.153283019721832,992.083333333333,7.5,2,10,9,10,10,3,-2,3,0,0,3,3,3,US,5,9,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36374,1084541,23,5,f,0,.319885849920146,1192.58333333333,18.3333333333333,1,10,10,10,10,3,1,1,1,0,3,3,3,US,7,8,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36375,1064654,23,5,m,1,-.116433401830716,914.6,5.0,1,7,8,7,10,3,0,3,0,0,3,0,0,US,7,1,4,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36377,1141852,26,4,m,1,.582212726575359,671.191666666667,3.33333333333333,1,10,7,7,9,2,-2,-1,-2,-2,3,3,3,US,7,11,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36378,1106921,39,3,m,0,1.01389387023738,882,19.1666666666667,2,3,8,8,10,4,1,1,3,-2,2,3,3,US,8,4,3,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36379,1135574,25,4,f,0,1.32872469815332,990.05,17.5,1,5,5,10,5,3,0,-1,0,-3,1,0,0,US,10,9,3,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36380,1135581,25,3,f,0,1.14223832631354,965.316666666667,11.6666666666667,2,5,5,10,5,3,1,-1,0,1,1,1,1,US,10,9,3,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36381,1129505,22,5,f,0,.281627564008887,1066.55833333333,1.66666666666667,1,5,4,5,7,3,1,-1,-2,-3,3,3,3,US,7,12,6,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36384,1071485,18,2,f,1,-.0962941996087663,732.083333333333,12.5,2,8,6,5,8,3,0,-1,-3,-3,3,-1,-1,US,5,11,5,DC,47900,001,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36386,1127028,19,5,f,0,.268421072429314,691.691666666667,2.5,2,10,10,10,10,3,-2,2,0,-3,3,3,3,US,5,7,5,VA,47900,683,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36389,1139332,17,5,f,0,.502594738602483,919.608333333333,9.16666666666667,2,5,3,5,8,3,2,-1,2,0,1,-1,-1,US,5,13,5,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36390,1136961,31,5,f,0,.0860535816794888,778.758333333333,6.66666666666667,2,8,3,8,4,3,1,-2,3,-3,3,1,1,US,9,4,5,VA,47900,107,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36392,1102742,24,5,m,0,.430605733723871,833.316666666667,3.33333333333333,2,7,10,8,10,4,3,-1,-3,-3,3,3,3,US,7,8,4,VA,47900,107,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36393,1107057,30,5,m,1,.31725841651416,674.65,8.33333333333333,1,9,6,6,8,2,2,1,3,1,3,3,3,US,9,11,3,VA,47900,107,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36394,1142477,18,5,m,0,1.05800500753183,1099.65833333333,14.1666666666667,1,1,3,8,10,5,2,-2,0,-1,-3,0,0,US,4,7,3,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36395,1078884,17,5,f,2,-.312059928611956,779.65,9.16666666666667,2,8,8,6,7,2,1,0,-3,-3,3,3,3,US,3,,6,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36396,1142445,21,5,m,0,.207892951051971,715.883333333333,6.66666666666667,2,6,9,8,10,3,-1,1,1,0,3,3,3,US,5,6,3,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36404,1113894,35,3,f,0,.526089938662052,927.116666666667,5.83333333333333,1,7,5,5,5,3,-2,2,2,-2,2,3,3,US,9,2,4,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36406,1069649,15,5,m,0,.513229493639726,1407.44166666667,19.1666666666667,2,0,0,5,5,5,3,-3,-3,-3,-3,3,3,US,3,,1,MD,47900,017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36408,1096895,45,3,m,2,.444444146958875,828.466666666667,7.5,2,3,7,5,8,4,2,1,3,1,2,3,3,US,9,2,5,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36409,1128463,32,3,f,0,.863013849835281,936.566666666667,4.16666666666667,1,5,5,5,5,3,-1,3,0,0,3,2,2,US,8,8,5,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36410,1095616,22,3,f,0,.592588165101417,794.35,14.1666666666667,2,3,3,8,8,4,3,-1,1,0,1,1,1,US,5,2,3,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36411,1144992,22,3,m,0,.805038226181476,946.975,10.0,1,4,5,5,5,4,1,-1,1,-2,0,1,1,US,5,11,4,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36412,1093720,28,8,f,1,-.734949226417015,1095.525,5.0,2,5,10,2,6,2,0,0,-3,-3,3,3,3,US,13,13,4,MD,47900,033,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36414,1102795,28,5,m,0,.622785762943364,887.458333333333,11.6666666666667,1,6,5,4,7,3,2,2,3,3,3,3,3,US,10,8,4,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36415,1125355,21,5,f,0,.0154981267079978,927.841666666667,8.33333333333333,1,8,10,10,10,3,2,-2,0,1,3,3,3,US,7,11,5,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36416,1094073,15,5,f,0,.0286100245969044,798.7,18.3333333333333,2,6,5,7,5,3,2,-2,3,3,3,3,3,US,3,,6,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36418,1073629,46,5,f,0,.338696061848448,1227.98333333333,7.5,2,6,5,10,10,4,2,-3,3,0,3,3,3,US,7,10,2,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36419,1123140,33,5,m,0,.19050195765091,801.366666666667,5.83333333333333,1,5,8,8,10,3,1,-1,2,1,3,1,1,US,12,11,4,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36421,1078490,14,3,f,0,.143345542414229,821.15,14.1666666666667,2,9,5,10,9,3,3,2,0,-3,2,3,3,US,2,,2,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36423,1109359,44,3,m,0,-.294386561044161,1185.85,4.16666666666667,2,5,5,5,5,3,0,3,-3,-3,3,3,3,US,5,11,3,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36424,1143361,48,5,f,0,.546528421281011,990.358333333333,4.16666666666667,1,8,6,7,9,3,2,-1,-1,-1,3,3,3,US,9,3,6,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36426,1116328,56,5,f,0,.10185678010282,2094.21666666667,2.5,2,8,7,10,10,4,-3,3,3,-3,3,3,3,US,7,10,6,MD,47900,031,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36428,1087139,22,5,f,0,.773939610333679,1098.24166666667,7.5,1,5,5,6,8,4,3,-3,-2,-2,3,3,3,US,7,10,3,MD,12580,005,"Baltimore-Towson, MD MSA"
36429,1117943,15,5,f,0,-.0612242460136954,864.766666666667,4.16666666666667,1,9,10,9,10,3,1,-1,3,1,3,3,3,US,3,,5,MD,12580,005,"Baltimore-Towson, MD MSA"
36430,1084927,26,5,f,0,.865452478590072,1026.24166666667,15.0,2,5,5,10,10,3,0,-2,2,1,2,2,2,US,7,10,1,MD,12580,025,"Baltimore-Towson, MD MSA"
36432,1129733,23,5,m,0,.661340101602437,799.783333333333,18.3333333333333,1,4,4,5,7,4,3,-3,3,1,2,2,2,US,7,6,5,MD,12580,027,"Baltimore-Towson, MD MSA"
36435,1114876,25,5,m,0,.587891267218962,1086.9,6.66666666666667,1,4,7,5,7,3,3,-1,1,-1,3,2,2,US,7,4,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36437,1059850,24,5,f,0,.3983743428179,764.55,9.16666666666667,1,8,8,8,8,3,-3,3,0,-3,3,3,3,US,7,11,6,MD,12580,027,"Baltimore-Towson, MD MSA"
36438,1108577,42,5,m,0,.455433629285314,895.333333333333,0.833333333333333,2,6,9,8,8,3,0,0,0,0,0,0,0,US,4,,4,MD,12580,025,"Baltimore-Towson, MD MSA"
36442,1085426,17,4,f,0,-.134133275292478,954.533333333333,8.33333333333333,2,10,10,10,10,3,2,-1,2,1,3,3,3,US,3,,6,MD,12580,003,"Baltimore-Towson, MD MSA"
36444,1082357,24,5,f,0,1.20941326243795,1066.5,8.33333333333333,1,5,5,5,5,3,-2,-1,-2,-3,3,3,3,US,6,5,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36446,1141827,19,5,f,0,.442055328508868,851.566666666667,9.16666666666667,1,10,5,10,10,3,1,-2,3,-3,3,0,0,US,5,9,3,MD,12580,005,"Baltimore-Towson, MD MSA"
36448,1052779,41,5,f,0,.207001965469127,883.133333333333,2.5,2,5,6,6,6,4,3,-1,3,3,3,3,3,US,12,10,6,MD,12580,005,"Baltimore-Towson, MD MSA"
36449,1071876,22,5,f,0,.705925131223204,778.883333333333,5.83333333333333,1,5,5,5,5,3,-3,3,1,-3,3,3,3,US,7,10,5,MD,12580,005,"Baltimore-Towson, MD MSA"
36450,1071910,22,5,f,0,.372652379033984,733.4,1.66666666666667,1,10,10,10,10,3,-3,3,0,-3,3,3,3,US,7,10,6,MD,12580,005,"Baltimore-Towson, MD MSA"
36451,1081923,23,3,m,1,-.35735308850747,821.541666666667,12.5,1,10,10,2,8,2,-3,-2,0,-2,3,3,3,US,5,10,4,MD,12580,510,"Baltimore-Towson, MD MSA"
36454,1109901,16,5,f,0,.470223979563778,824.175,20.0,2,4,6,9,9,4,3,-1,2,1,3,2,2,US,3,,6,MD,12580,005,"Baltimore-Towson, MD MSA"
36455,1081778,21,1,f,0,.69619610680923,844.583333333333,0.833333333333333,1,5,5,5,5,3,2,0,3,-3,3,3,3,US,7,10,5,MD,12580,510,"Baltimore-Towson, MD MSA"
36456,1082067,23,5,f,0,.216383394545523,1003.75,3.33333333333333,1,5,5,10,10,4,-3,3,0,0,3,3,3,US,7,10,5,MD,12580,510,"Baltimore-Towson, MD MSA"
36458,1114362,24,5,m,2,.0182967166233497,669.916666666667,8.33333333333333,1,3,7,3,8,3,1,-2,3,-3,3,1,1,US,8,4,5,MD,12580,510,"Baltimore-Towson, MD MSA"
36459,1056996,23,5,f,0,-.379914294151004,1393.45833333333,5.0,2,9,4,9,2,3,-2,3,3,-3,3,2,2,US,7,8,5,MD,12580,510,"Baltimore-Towson, MD MSA"
36460,1071814,30,5,f,0,-.116671684444488,1037.16666666667,0.0,2,10,9,10,8,3,-2,3,-3,-3,3,3,3,US,7,12,4,MD,12580,005,"Baltimore-Towson, MD MSA"
36461,1106164,16,3,f,0,.819807343490966,783.508333333333,8.33333333333333,2,8,3,9,8,3,2,-2,0,-1,1,-1,-1,US,3,,4,MD,12580,005,"Baltimore-Towson, MD MSA"
36462,1129734,25,5,m,0,.689846686243595,721.125,4.16666666666667,2,1,9,9,10,5,2,-1,3,1,1,1,1,US,8,6,3,MD,12580,510,"Baltimore-Towson, MD MSA"
36464,1084313,25,5,f,0,-.0979639000037668,843.525,2.5,2,5,4,6,6,4,1,-1,1,1,0,2,2,US,7,10,3,MD,12580,005,"Baltimore-Towson, MD MSA"
36465,1059992,28,5,m,0,.147445070135641,889.9,6.66666666666667,1,4,4,6,8,5,2,-1,0,-1,1,2,2,US,7,6,3,MD,12580,005,"Baltimore-Towson, MD MSA"
36466,1069782,25,3,f,0,.886154387137422,2492.20833333333,10.8333333333333,1,8,6,10,10,3,-3,2,3,-3,2,3,3,US,7,10,6,MD,12580,005,"Baltimore-Towson, MD MSA"
36467,1075602,21,5,f,0,.207368675592163,728.65,3.33333333333333,1,9,9,9,8,3,2,-2,3,0,3,3,3,US,7,10,4,MD,12580,005,"Baltimore-Towson, MD MSA"
36468,1079751,21,5,f,0,1.01008869787115,882.666666666667,5.0,1,7,7,8,8,2,2,-2,2,-2,3,3,3,US,7,10,5,MD,12580,005,"Baltimore-Towson, MD MSA"
36469,1081540,21,8,m,0,.222630949065275,829.208333333333,3.33333333333333,2,5,5,8,10,5,3,-2,1,1,2,3,3,US,7,10,3,MD,12580,005,"Baltimore-Towson, MD MSA"
36474,1082717,17,2,m,1,-.445215055453782,846.383333333333,15.8333333333333,1,10,10,7,10,2,0,0,2,3,3,3,3,US,4,2,6,MD,12580,003,"Baltimore-Towson, MD MSA"
36476,1082735,17,2,f,0,.217656719786133,701.333333333333,4.16666666666667,1,6,6,6,6,3,2,-2,-3,-3,3,-2,-2,US,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36479,1082755,17,,f,0,.176451085201145,709.55,15.8333333333333,1,8,5,4,6,4,1,1,3,-1,2,2,2,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36480,1082767,18,5,m,0,.0564007720742591,803.391666666667,14.1666666666667,2,5,6,5,8,3,0,0,1,-2,2,0,0,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36481,1082779,17,5,f,0,-.205068112605555,1085.99166666667,6.66666666666667,2,8,8,6,9,3,-1,3,3,0,2,3,3,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36482,1082787,18,5,m,0,-.0625799861048129,760.941666666667,1.66666666666667,2,0,0,5,7,5,1,-1,-1,0,0,-1,-1,US,4,,2,MD,12580,003,"Baltimore-Towson, MD MSA"
36483,1082794,18,5,f,0,.274989473344128,891.991666666667,2.5,1,10,9,10,10,4,2,1,3,2,3,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36484,1082816,18,5,f,0,.21047687588904,630.916666666667,19.1666666666667,1,5,5,5,5,3,1,-1,3,1,3,3,3,.,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36486,1082837,18,5,m,0,.316734380510332,865.158333333333,14.1666666666667,2,1,5,7,9,5,3,-3,-3,-3,-3,-3,-3,US,3,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36487,1083162,18,5,f,0,.527915470178063,765.208333333333,10.0,1,7,4,8,8,4,1,0,3,2,3,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36488,1083173,17,5,f,0,.133695037607074,891.75,7.5,1,8,4,10,10,5,0,0,3,2,3,3,3,US,3,2,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36490,1083177,18,5,m,0,.741364431984274,974.3,5.83333333333333,2,3,9,9,10,5,2,-3,-1,-1,-1,-2,-2,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36491,1083180,18,8,f,0,.277778557701848,834.75,5.83333333333333,2,5,5,5,5,3,-2,0,2,0,3,3,3,US,3,,2,MD,12580,003,"Baltimore-Towson, MD MSA"
36492,1083182,18,5,m,0,.141960002467244,651.691666666667,5.0,2,1,7,8,10,5,3,-3,1,0,1,1,1,US,4,,2,MD,12580,003,"Baltimore-Towson, MD MSA"
36493,1083202,18,5,m,0,.581642706617272,950.166666666667,12.5,1,2,6,8,9,5,1,-3,-2,0,-3,0,0,US,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36494,1083212,17,5,f,0,-.207321882204303,622.241666666667,14.1666666666667,2,10,8,8,10,3,2,3,0,-3,2,3,3,US,3,,6,MD,12580,003,"Baltimore-Towson, MD MSA"
36495,1083237,18,5,f,2,-.285649664216892,1210.40833333333,10.8333333333333,1,10,10,7,7,2,-1,3,2,0,3,0,0,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36496,1083243,18,5,f,0,-.0925858545634925,868.35,9.16666666666667,2,8,7,8,9,3,1,-1,0,1,1,3,3,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36497,1083282,18,5,f,0,.0520206023044193,811.758333333333,15.8333333333333,2,8,7,9,9,3,1,-1,0,1,3,3,3,US,3,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36498,1083346,18,5,m,0,.566152341600402,814.616666666667,13.3333333333333,2,6,7,7,9,3,1,-1,2,1,3,1,1,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36499,1083390,18,3,f,0,.545102855811581,1052.69166666667,11.6666666666667,1,5,4,9,7,4,-2,-2,0,0,1,-1,-1,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36500,1083569,18,5,m,0,.237870945264842,639.075,7.5,2,4,3,7,8,4,1,2,3,1,3,3,3,US,4,,6,MD,12580,003,"Baltimore-Towson, MD MSA"
36501,1083579,17,5,f,0,.602050121582233,810.95,5.83333333333333,1,9,5,9,9,4,1,0,1,1,0,2,2,.,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36502,1083581,17,5,f,0,-.318973266340111,737.45,5.83333333333333,2,6,4,6,6,3,2,-3,2,0,2,2,2,US,3,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36503,1085428,17,5,f,0,-.402666483479756,782.333333333333,6.66666666666667,1,10,10,10,10,3,-2,-2,-1,-3,2,3,3,US,7,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36504,1085446,17,5,f,0,.105289266962671,720.683333333333,3.33333333333333,1,10,10,10,10,3,-2,2,-1,-2,3,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36506,1086112,17,5,m,1,.132710139152737,1009.96666666667,8.33333333333333,2,7,8,5,7,3,1,3,3,0,3,3,3,US,5,9,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36507,1087013,18,4,m,0,.303617105632086,856.45,4.16666666666667,1,4,5,7,9,4,0,2,2,0,3,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36508,1089349,18,5,f,0,-.723276474838145,765.775,4.16666666666667,2,9,9,8,9,3,1,-1,3,0,3,-1,-1,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36509,1091867,18,5,m,0,.528138882764065,702.341666666667,18.3333333333333,2,5,8,7,9,4,2,0,1,1,3,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36510,1082728,17,2,f,0,.282015897223576,795.925,9.16666666666667,1,7,7,10,10,4,0,-1,-1,0,-1,1,1,KR,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36512,1082725,17,5,m,0,1.04421475816938,1169.55833333333,3.33333333333333,1,10,10,10,10,3,3,-3,-3,-3,3,3,3,US,4,,6,MD,12580,003,"Baltimore-Towson, MD MSA"
36514,1082758,18,3,f,0,.538091469128501,700.725,10.8333333333333,2,6,5,10,10,4,3,-3,2,2,-1,1,1,US,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36515,1082768,18,5,f,0,.892774219676377,940.8,8.33333333333333,1,6,5,7,5,3,-2,-1,0,0,3,3,3,US,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36516,1082785,17,5,f,0,.0159056912919904,766.691666666667,19.1666666666667,2,9,8,7,7,3,1,-1,2,-3,3,1,1,US,3,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36518,1082830,17,5,m,0,.612093203810709,970.458333333333,3.33333333333333,1,6,5,9,10,5,3,-3,-3,-1,-1,-1,-1,US,3,,2,MD,12580,003,"Baltimore-Towson, MD MSA"
36521,1083167,18,5,f,2,-.631218514866343,830.525,0.0,1,8,5,3,5,2,-2,1,0,0,0,2,2,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36522,1083174,17,2,m,0,.150365749910678,1141.825,4.16666666666667,1,6,7,8,9,3,1,1,0,0,1,1,1,US,3,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36524,1083191,17,5,m,0,-.10002634490925,791.75,12.5,2,1,10,8,5,5,-3,-3,-3,-3,-3,-3,-3,AF,2,,1,MD,12580,003,"Baltimore-Towson, MD MSA"
36525,1083193,18,3,f,0,-.148112168813961,727.491666666667,10.8333333333333,2,9,1,7,6,3,1,-2,-1,-3,-1,3,3,US,4,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36526,1083213,17,5,f,0,.46891104426127,582.258333333333,9.16666666666667,1,9,7,10,10,4,1,-1,3,-3,3,3,3,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36529,1083454,17,5,f,0,.333755243942252,679.566666666667,12.5,2,10,6,10,10,3,0,1,1,2,2,1,1,US,3,,4,MD,12580,003,"Baltimore-Towson, MD MSA"
36530,1083565,18,5,m,0,.136975885313761,802.391666666667,16.6666666666667,2,2,4,8,9,5,1,-1,3,-2,2,-2,-2,US,4,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36534,1083596,17,5,f,0,.277899726304927,785.625,8.33333333333333,1,7,9,10,9,4,2,0,-1,-1,3,3,3,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36536,1083612,17,3,m,0,.29718691141939,971.933333333333,1.66666666666667,2,7,7,7,8,4,0,-1,1,-1,3,0,0,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36539,1085448,18,5,m,0,.832180594580387,686.9,16.6666666666667,1,4,6,10,10,5,1,-1,1,-3,2,0,0,US,4,6,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36540,1085453,17,3,f,0,.433966471541749,768.166666666667,15.0,2,3,3,10,8,4,1,0,1,-1,-2,0,0,US,3,,3,MD,12580,003,"Baltimore-Towson, MD MSA"
36542,1086790,18,5,f,0,-.221637367989739,749.991666666667,5.0,2,10,10,10,10,3,1,-1,0,0,3,3,3,US,4,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36543,1087191,17,8,f,0,.000404087157972494,948.75,10.0,2,5,5,5,6,3,-3,3,0,-3,3,3,3,US,3,,5,MD,12580,003,"Baltimore-Towson, MD MSA"
36554,1133634,42,5,f,0,.125720862005747,829.825,6.66666666666667,2,5,5,5,5,3,1,-1,0,-3,3,3,3,US,6,7,4,MD,47900,021,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36557,1150026,25,4,f,0,.340747967181812,868.108333333333,10.8333333333333,1,9,9,8,9,3,-2,3,0,-2,3,3,3,US,9,13,5,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36559,1126280,22,5,f,1,-.550074481999725,968.75,4.16666666666667,2,5,7,2,5,2,2,1,-3,-3,3,3,3,US,5,11,6,VA,47900,600,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36560,1110427,27,5,m,0,.916362306638204,1025.6,14.1666666666667,2,5,5,5,5,3,-1,1,1,-3,1,-1,-1,US,9,2,4,VA,47900,600,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36561,1147657,33,5,f,2,-.846350087771862,872.733333333333,14.1666666666667,2,5,10,10,5,3,2,3,-3,-3,3,3,3,US,12,11,6,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36563,1139240,43,5,m,0,.62671849298734,1098.30833333333,4.16666666666667,2,5,5,5,5,3,1,-2,-1,-2,2,2,2,US,10,9,4,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36564,1106975,22,4,m,0,1.29640626627714,1257.13333333333,16.6666666666667,1,2,8,5,10,5,2,-3,3,-2,-1,-2,-2,US,6,6,4,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36566,1145825,15,5,m,0,.351969932728217,961.016666666667,12.5,1,2,2,9,10,5,0,-1,0,-1,0,-1,-1,US,3,,1,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36568,1141992,17,5,f,0,-.128099056631308,713.683333333333,17.5,1,6,5,6,5,3,-2,1,3,0,3,3,3,US,3,,5,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36569,1117633,25,3,f,0,-.529383215658438,1244.23333333333,17.5,1,8,5,7,5,3,0,2,3,-3,3,2,2,US,6,4,6,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36573,1130218,26,5,m,0,1.17041847088122,1058.30833333333,17.5,1,2,3,8,10,5,2,-3,2,1,0,-2,-2,US,5,13,2,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36574,1102463,24,5,f,0,.99710351639516,773.058333333333,9.16666666666667,1,8,8,10,7,3,-2,-1,2,0,3,2,2,US,5,13,2,VA,47900,059,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36577,1115651,25,5,f,0,.129206887122521,1189.11666666667,1.66666666666667,2,6,6,8,8,4,1,-2,3,2,1,1,1,.,9,10,4,VA,47900,013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36578,1123208,25,5,f,0,-.171390720755585,807.575,13.3333333333333,1,8,7,8,8,3,-1,-2,3,-3,3,0,0,US,9,13,5,VA,47900,013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36579,1110143,35,3,m,2,.491563316796275,744.758333333333,14.1666666666667,2,5,6,5,10,3,2,1,2,-3,3,3,3,US,5,4,5,VA,47900,013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
36580,1100094,22,5,f,1,.188373869656037,885.858333333333,7.5,1,5,6,3,5,2,-1,2,-2,-3,3,1,1,US,7,11,6,VA,47900,013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
